Complaint,DateOccur,Crime,Description,ILEADSAddress,ILEADSStreet,Generic Crime,Latitude,Longitude
20-056853,12/18/2020 9:50,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1917,13TH,Motor Vehicle Theft,38.6270025,-90.1994042
20-056856,12/18/2020 10:30,63701,LARCENY-SHOPLIFT UNDER $500                       ,nan,,Larceny,38.6270025,-90.1994042
20-056858,12/18/2020 10:45,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4427,OSCEOLA,Destruction of Property,38.6270025,-90.1994042
20-057009,12/18/2020 10:55,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,3722,RUTGER,Larceny,38.6159326,-90.2065131
20-058093,12/18/2020 11:30,69702,LARCENY-ALL OTHER UNDER $500                      ,3912,POMONA,Larceny,38.5818098,-90.253107
20-056862,12/18/2020 11:37,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,4006,LINDELL,Other Assault,38.6437354,-90.2639823
20-056998,12/18/2020 11:43,115200,FRAUD-STEALING BY DECEIT/UNDER $150               ,35,MIAMI,Fraud,38.6117165,-90.2491006
20-056976,12/18/2020 12:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1501,WASHINGTON,Destruction of Property,38.6487895,-90.3107962
20-056997,12/18/2020 12:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4414,,Burglary,38.6270025,-90.1994042
20-058253,12/18/2020 12:00,264100,HEALTH-SANITATION VIOL                            ,5441,ENRIGHT,Other Crime,38.6531035,-90.2669372
20-056866,12/18/2020 12:30,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5628,,Other Crime,38.6270025,-90.1994042
20-056894,12/18/2020 12:40,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1378,GRANVILLE,Burglary,38.6661736,-90.275151
20-057075,12/18/2020 12:50,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5538,CABANNE,Motor Vehicle Theft,38.6579463,-90.2765841
20-057705,12/18/2020 13:05,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1614,,Burglary,38.6270025,-90.1994042
20-056873,12/18/2020 13:25,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057337,12/18/2020 13:30,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,121,MARKET,Burglary,38.6270025,-90.1994042
20-056879,12/18/2020 13:45,250000,LOITERING-BEGGING                                 ,425,BROADWAY,Other Crime,38.5431081,-90.262614
20-056994,12/18/2020 14:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2841,RUSSELL,Destruction of Property,38.6090184,-90.3529922
20-057019,12/18/2020 14:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4915,ROBERT,Larceny,38.6270025,-90.1994042
20-056885,12/18/2020 14:46,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056890,12/18/2020 14:50,64701,LARCENY-FROM MTR VEH UNDER $500                   ,1201,GRAND,Larceny,38.598089,-90.2429759
20-056896,12/18/2020 15:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5601,,Motor Vehicle Theft,38.6270025,-90.1994042
20-057277,12/18/2020 15:00,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,1818,SIDNEY,Burglary,38.5834557,-90.3439635
20-057649,12/18/2020 15:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,1447,14TH,Larceny,38.6270025,-90.1994042
20-056882,12/18/2020 15:15,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,42,PECK,Armed Robbery,38.6270025,-90.1994042
20-057011,12/18/2020 15:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3921,PALM,Destruction of Property,38.6600487,-90.2171703
20-056891,12/18/2020 15:55,36111,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS          ,153,LAFAYETTE,Weapons Offense,38.6154696,-90.226711
20-057501,12/18/2020 16:00,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",3625,MCREE,Larceny,38.6195167,-90.2550155
20-057003,12/18/2020 16:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",646,MARMADUKE,Larceny,38.6106107,-90.2972113
20-056888,12/18/2020 16:01,182400,DRUGS-POSSESSION/MARIJUANA                        ,nan,,Drug Possession,38.6270025,-90.1994042
20-057680,12/18/2020 16:15,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,4384,GIBSON,Burglary,38.6270025,-90.1994042
20-057507,12/18/2020 16:30,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,5592,PERSHING,Motor Vehicle Theft,38.6460148,-90.2605466
20-057044,12/18/2020 16:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3318,OHIO,Destruction of Property,38.6270025,-90.1994042
20-058566,12/18/2020 16:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,17,,Larceny,38.6270025,-90.1994042
20-056903,12/18/2020 16:30,32421,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS         ,4757,GENEVIEVE,Robbery,38.6165168,-90.3430816
20-056901,12/18/2020 17:00,63701,LARCENY-SHOPLIFT UNDER $500                       ,414,BROADWAY,Larceny,38.5431081,-90.262614
20-056899,12/18/2020 17:05,265321,LEAVING SCENE OF ACCIDENT                         ,302,KINGSHIGHWAY,Other Crime,38.6688592,-90.2570703
20-056909,12/18/2020 17:15,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,2001,MENARD,Simple Assault,38.6270025,-90.1994042
20-057261,12/18/2020 17:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,3436,UTAH,Larceny,38.6270025,-90.1994042
20-057169,12/18/2020 18:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,5522,DELMAR,Larceny,38.6513457,-90.2605364
20-057311,12/18/2020 18:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",732,BELLERIVE,Larceny,38.5646508,-90.249466
20-057620,12/18/2020 18:30,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,5622,DELMAR,Larceny,38.6513457,-90.2605364
20-057292,12/18/2020 18:41,265321,LEAVING SCENE OF ACCIDENT                         ,1727,LOCUST,Other Crime,38.6270025,-90.1994042
20-056964,12/18/2020 19:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,999,2ND,Motor Vehicle Theft,38.6270025,-90.1994042
20-057040,12/18/2020 19:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3921,IOWA,Destruction of Property,38.5968413,-90.2282373
20-057063,12/18/2020 19:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2825,OSAGE,Destruction of Property,38.6270025,-90.1994042
20-057082,12/18/2020 19:00,265321,LEAVING SCENE OF ACCIDENT                         ,408,QUINCY,Other Crime,38.6270025,-90.1994042
20-056912,12/18/2020 19:12,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",nan,,Other Crime,38.6270025,-90.1994042
20-056915,12/18/2020 19:30,63701,LARCENY-SHOPLIFT UNDER $500                       ,1549,JEFFERSON,Larceny,38.6218094,-90.2187716
20-056928,12/18/2020 19:49,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-057042,12/18/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3722,COOK,Larceny,38.6270025,-90.1994042
20-056972,12/18/2020 20:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3847,GILES,Motor Vehicle Theft,38.5890903,-90.2467558
20-056941,12/18/2020 20:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,9,SPRUCE,Larceny,38.6270025,-90.1994042
20-056918,12/18/2020 20:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,BROADWAY CARRIE,Other Crime,38.6270025,-90.1994042
20-056993,12/18/2020 20:07,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,601,CLARK,Larceny,38.6570137,-90.2245365
20-056930,12/18/2020 20:20,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",445,COMPTON,Other Crime,38.5969205,-90.2364301
20-056930,12/18/2020 20:20,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",445,COMPTON,Other Crime,38.5969205,-90.2364301
20-056919,12/18/2020 20:58,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,,Other Crime,38.6270025,-90.1994042
20-057664,12/18/2020 21:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",3338,WISCONSIN,Larceny,38.5922574,-90.2210113
20-057028,12/18/2020 21:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,2747,PESTALOZZI,Larceny,38.6270025,-90.1994042
20-057005,12/18/2020 21:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,13,SPRUCE,Larceny,38.5980107,-90.2151373
20-058114,12/18/2020 21:00,265321,LEAVING SCENE OF ACCIDENT                         ,4347,BROADWAY,Other Crime,38.5431081,-90.262614
20-056926,12/18/2020 21:29,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,,Other Crime,38.6270025,-90.1994042
20-056944,12/18/2020 21:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4,JEFFERSON,Larceny,38.6218094,-90.2187716
20-056936,12/18/2020 21:40,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5887,ETZEL,Simple Assault,38.6660421,-90.2973798
20-056936,12/18/2020 21:40,91303,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,5887,ETZEL,Simple Assault,38.6660421,-90.2973798
20-056936,12/18/2020 21:40,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5887,ETZEL,Other Crime,38.6660421,-90.2973798
20-056934,12/18/2020 21:55,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3442,HEREFORD,Other Crime,38.7488139,-90.3042245
20-056931,12/18/2020 21:57,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057015,12/18/2020 22:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1916,10TH,Motor Vehicle Theft,38.6270025,-90.1994042
20-056932,12/18/2020 22:00,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5033,,Other Crime,38.6270025,-90.1994042
20-057368,12/18/2020 22:15,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,2166,LAFAYETTE,Larceny,38.6154696,-90.226711
20-056933,12/18/2020 22:15,38421,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL    ,1533,GRAND,Armed Robbery,38.598089,-90.2429759
20-056974,12/18/2020 22:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",nan,,Larceny,38.6270025,-90.1994042
20-056942,12/18/2020 22:45,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5532,FLORISSANT,Aggravated Assault,38.789217,-90.322614
20-056937,12/18/2020 22:50,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,14,PENDLETON,Aggravated Assault,38.6270025,-90.1994042
20-056937,12/18/2020 22:50,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,14,PENDLETON,Aggravated Assault,38.6270025,-90.1994042
20-056986,12/18/2020 23:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3508,RUSSELL,Larceny,38.6090184,-90.3529922
20-056945,12/18/2020 23:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5204,LILLIAN,Destruction of Property,38.7016449,-90.2637041
20-057151,12/18/2020 23:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-057000,12/18/2020 23:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",3947,CLEVELAND,Larceny,38.6117583,-90.2542866
20-057245,12/18/2020 23:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,734,BADEN,Larceny,38.7182608,-90.2315018
20-056963,12/18/2020 23:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,67,CHAIN OF ROCKS,Larceny,38.7604636,-90.1761059
20-057120,12/18/2020 23:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,4015,PAPIN,Larceny,38.58261,-90.364624
20-056954,12/18/2020 23:30,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,4054,CHOUTEAU,Robbery,38.6237125,-90.2257213
20-056985,12/18/2020 23:30,265321,LEAVING SCENE OF ACCIDENT                         ,3746,MERAMEC,Other Crime,38.4583066,-90.3981995
20-056940,12/18/2020 23:31,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056968,12/18/2020 23:40,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2744,OSAGE,Destruction of Property,38.6270025,-90.1994042
20-056951,12/18/2020 23:44,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3317,IOWA,Destruction of Property,38.5968413,-90.2282373
20-056938,12/18/2020 23:45,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5444,SHREVE,Simple Assault,38.6798727,-90.2413248
20-056939,12/18/2020 23:45,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-056947,12/18/2020 23:45,265321,LEAVING SCENE OF ACCIDENT                         ,4015,HYDRAULIC,Other Crime,38.5869332,-90.2507318
20-056943,12/18/2020 23:50,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3623,IOWA,Destruction of Property,38.6270025,-90.1994042
20-056971,12/18/2020 23:50,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",nan,,Larceny,38.6270025,-90.1994042
20-056959,12/19/2020 0:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5861,PLYMOUTH,Motor Vehicle Theft,38.6690529,-90.302258
20-057006,12/19/2020 0:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,nan,,Larceny,38.6270025,-90.1994042
20-057008,12/19/2020 0:30,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,nan,,Larceny,38.6270025,-90.1994042
20-056949,12/19/2020 1:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5337,GILSON,Simple Assault,38.5809281,-90.271439
20-056950,12/19/2020 1:40,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,45,BROADWAY,Aggravated Assault,38.5431081,-90.262614
20-056953,12/19/2020 2:00,265321,LEAVING SCENE OF ACCIDENT                         ,707,SPRING GARDEN,Other Crime,38.7554606,-90.1934614
20-056956,12/19/2020 2:15,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,11,17TH,Other Crime,38.6270025,-90.1994042
20-057021,12/19/2020 2:15,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",2158,MCCAUSLAND,Larceny,38.6087681,-90.3111937
20-056955,12/19/2020 2:50,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4315,BELLE,Larceny,38.6270025,-90.1994042
20-056973,12/19/2020 3:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,6157,,Larceny,38.6270025,-90.1994042
20-056980,12/19/2020 3:10,64701,LARCENY-FROM MTR VEH UNDER $500                   ,705,OLIVE,Larceny,38.6270025,-90.1994042
20-056960,12/19/2020 4:10,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,nan,,Larceny,38.6270025,-90.1994042
20-057160,12/19/2020 4:13,64701,LARCENY-FROM MTR VEH UNDER $500                   ,315,CHESTNUT,Larceny,38.6270025,-90.1994042
20-056962,12/19/2020 5:30,265321,LEAVING SCENE OF ACCIDENT                         ,6124,BROADWAY,Other Crime,38.5431081,-90.262614
20-057029,12/19/2020 6:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",1408,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-056978,12/19/2020 6:30,67701,LARCENY-FROM BUILDING UNDER $500                  ,362,STEINS,Larceny,38.6270025,-90.1994042
20-057048,12/19/2020 7:00,73313,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-056966,12/19/2020 7:03,69702,LARCENY-ALL OTHER UNDER $500                      ,3635,CALIFORNIA,Larceny,38.6270025,-90.1994042
20-056984,12/19/2020 8:56,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,2,TUCKER,Other Assault,38.65510889999999,-90.2207994
20-057432,12/19/2020 9:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",431,SAINT FERDINAND,Larceny,38.6589083,-90.2387551
20-056982,12/19/2020 9:30,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,373,NATURAL BRIDGE,Weapons Offense,38.6729704,-90.2438021
20-058017,12/19/2020 10:00,51122,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,4249,,Burglary,38.6270025,-90.1994042
20-057090,12/19/2020 10:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",3904,WATSON,Larceny,38.5951803,-90.3011959
20-056996,12/19/2020 10:20,42016,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC          ,2944,JAMES COOL PAPA BELL,Other Assault,38.6429396,-90.2176036
20-056996,12/19/2020 10:20,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2944,JAMES COOL PAPA BELL,Other Crime,38.6429396,-90.2176036
20-057148,12/19/2020 10:30,69702,LARCENY-ALL OTHER UNDER $500                      ,5063,MARDEL,Larceny,38.5952914,-90.2957326
20-057417,12/19/2020 10:43,67701,LARCENY-FROM BUILDING UNDER $500                  ,551,PERSHING,Larceny,38.6460148,-90.2605466
20-057126,12/19/2020 12:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,811,9TH,Larceny,38.6270025,-90.1994042
20-057014,12/19/2020 12:00,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3119,OAK HILL,Other Crime,38.5967716,-90.2561855
20-057166,12/19/2020 12:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",601,CLARK,Larceny,38.6570137,-90.2245365
20-057128,12/19/2020 13:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,999,2ND,Larceny,38.6270025,-90.1994042
20-057033,12/19/2020 13:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3456,GRAVOIS,Motor Vehicle Theft,38.5895694,-90.255657
20-057165,12/19/2020 13:05,69702,LARCENY-ALL OTHER UNDER $500                      ,6408,PRINTZ,Larceny,38.5721545,-90.2795089
20-057196,12/19/2020 13:10,64701,LARCENY-FROM MTR VEH UNDER $500                   ,1122,WASHINGTON,Larceny,38.6487895,-90.3107962
20-057025,12/19/2020 13:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3726,IOWA,Aggravated Assault,38.5968413,-90.2282373
20-057025,12/19/2020 13:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3726,IOWA,Aggravated Assault,38.5968413,-90.2282373
20-057025,12/19/2020 13:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3726,IOWA,Aggravated Assault,38.5968413,-90.2282373
20-057026,12/19/2020 13:55,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057159,12/19/2020 14:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,9,SPRUCE,Larceny,38.6270025,-90.1994042
20-057143,12/19/2020 14:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",2018,WITHNELL,Larceny,38.5951108,-90.2180888
20-058430,12/19/2020 14:00,51111,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,102,,Burglary,38.6270025,-90.1994042
20-057032,12/19/2020 14:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,nan,,Larceny,38.6270025,-90.1994042
20-057027,12/19/2020 14:20,265321,LEAVING SCENE OF ACCIDENT                         ,2727,COMPTON,Other Crime,38.5969205,-90.2364301
20-057031,12/19/2020 14:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5451,DELMAR,Aggravated Assault,38.6513457,-90.2605364
20-057062,12/19/2020 14:30,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,802,SPRUCE,Larceny,38.6270025,-90.1994042
20-057639,12/19/2020 14:46,69702,LARCENY-ALL OTHER UNDER $500                      ,301,LEMP,Larceny,38.5985217,-90.2173788
20-058234,12/19/2020 15:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4248,FLORA,Larceny,38.6270025,-90.1994042
20-057052,12/19/2020 15:48,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2135,COLLEGE,Other Crime,38.6270025,-90.1994042
20-057045,12/19/2020 15:55,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,5014,ALABAMA,Aggravated Assault,38.6270025,-90.1994042
20-057177,12/19/2020 16:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4979,MARDEL,Destruction of Property,38.5952914,-90.2957326
20-057442,12/19/2020 16:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",43,MCPHERSON,Larceny,38.644206,-90.2513532
20-057049,12/19/2020 16:03,265321,LEAVING SCENE OF ACCIDENT                         ,601,CLARK,Other Crime,38.6570137,-90.2245365
20-057068,12/19/2020 16:10,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,6333,LILLIAN,Other Crime,38.5969703,-90.4328635
20-057117,12/19/2020 16:30,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2715,SHENANDOAH,Burglary,38.6090139,-90.2339175
20-057065,12/19/2020 17:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3144,KINGSHIGHWAY,Destruction of Property,38.6688592,-90.2570703
20-057200,12/19/2020 17:00,115100,FRAUD-STEALING BY DECEIT/OVER $150                ,721,TUCKER,Fraud,38.65510889999999,-90.2207994
20-057503,12/19/2020 17:05,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,1225,SIDNEY,Motor Vehicle Theft,38.5834557,-90.3439635
20-057057,12/19/2020 17:09,63701,LARCENY-SHOPLIFT UNDER $500                       ,nan,HAMPTON CHIPPEWA,Larceny,38.6270025,-90.1994042
20-057060,12/19/2020 17:10,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057071,12/19/2020 17:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",234,MARKET,Larceny,38.6270025,-90.1994042
20-057067,12/19/2020 17:35,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-057069,12/19/2020 17:57,71030,AUTO THEFT-PERM RETNT/JOY RIDE                    ,1201,PINE,Motor Vehicle Theft,38.6270025,-90.1994042
20-057363,12/19/2020 18:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,11,17TH,Larceny,38.6270025,-90.1994042
20-057072,12/19/2020 18:00,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3936,,Other Crime,38.6270025,-90.1994042
20-057487,12/19/2020 18:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1718,10TH,Larceny,38.6270025,-90.1994042
20-057061,12/19/2020 18:00,265321,LEAVING SCENE OF ACCIDENT                         ,64,,Other Crime,38.6270025,-90.1994042
20-057178,12/19/2020 19:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,181,LYNCH,Motor Vehicle Theft,38.6404628,-90.254134
